deal_name,cik,accession,period_end,n_assets,period_chargeoff,period_recovery,period_net_loss,period_end_balance,cum_net_loss,original_pool_balance,cum_net_loss_rate
Westlake Automobile Receivables 2022-3 (subprime),0,sample-025,2024-10-31,23333,3893516.84,778703.37,3114813.47,363672635.14,31528908.34,761000000.0,0.041431
Westlake Automobile Receivables 2022-3 (subprime),0,sample-026,2024-11-30,22666,3965482.04,793096.41,3172385.63,349829277.49,34701293.97,761000000.0,0.0456
Westlake Automobile Receivables 2022-3 (subprime),0,sample-027,2024-12-31,22000,3971077.25,794215.45,3176861.8,336111214.46,37878155.77,761000000.0,0.049774
Westlake Automobile Receivables 2022-3 (subprime),0,sample-028,2025-01-31,21333,3904101.32,780820.26,3123281.06,322521174.94,41001436.83,761000000.0,0.053878
Westlake Automobile Receivables 2022-3 (subprime),0,sample-029,2025-02-28,20666,3767888.95,753577.79,3014311.16,309062036.81,44015747.99,761000000.0,0.057839
Westlake Automobile Receivables 2022-3 (subprime),0,sample-030,2025-03-31,20000,3620811.23,724162.25,2896648.98,295736840.33,46912396.97,761000000.0,0.061646
Westlake Automobile Receivables 2022-3 (subprime),0,sample-031,2025-04-30,19333,3402958.9,680591.78,2722367.12,282548803.16,49634764.09,761000000.0,0.065223
Westlake Automobile Receivables 2022-3 (subprime),0,sample-032,2025-05-31,18666,3139422.25,627884.45,2511537.8,269501337.38,52146301.88,761000000.0,0.068523
Westlake Automobile Receivables 2022-3 (subprime),0,sample-033,2025-06-30,18000,2862729.64,572545.93,2290183.71,256598068.89,54436485.59,761000000.0,0.071533
Westlake Automobile Receivables 2022-3 (subprime),0,sample-034,2025-07-31,17333,2612839.56,522567.91,2090271.65,243842859.48,56526757.24,761000000.0,0.07428
Westlake Automobile Receivables 2022-3 (subprime),0,sample-035,2025-08-31,16666,2332746.03,466549.21,1866196.82,231239832.17,58392954.06,761000000.0,0.076732
Westlake Automobile Receivables 2022-3 (subprime),0,sample-036,2025-09-30,16000,2032040.24,406408.05,1625632.19,218793400.46,60018586.25,761000000.0,0.078868
Westlake Automobile Receivables 2022-3 (subprime),0,sample-037,2025-10-31,15333,1812888.11,362577.62,1450310.48,206508302.28,61468896.74,761000000.0,0.080774
Westlake Automobile Receivables 2022-3 (subprime),0,sample-038,2025-11-30,14666,1589615.83,317923.17,1271692.67,194389639.53,62740589.4,761000000.0,0.082445
Westlake Automobile Receivables 2022-3 (subprime),0,sample-039,2025-12-31,14000,1351479.7,270295.94,1081183.76,182442924.67,63821773.17,761000000.0,0.083866
Westlake Automobile Receivables 2022-3 (subprime),0,sample-040,2026-01-31,13333,1188189.29,237637.86,950551.43,170674135.8,64772324.59,761000000.0,0.085115
Westlake Automobile Receivables 2022-3 (subprime),0,sample-041,2026-02-28,12666,979770.63,195954.13,783816.5,159089782.43,65556141.1,761000000.0,0.086145
Westlake Automobile Receivables 2022-3 (subprime),0,sample-042,2026-03-31,12000,900774.75,180154.95,720619.8,147696984.69,66276760.9,761000000.0,0.087092
Westlake Automobile Receivables 2022-3 (subprime),0,sample-043,2026-04-30,11333,770312.42,154062.48,616249.94,136503569.69,66893010.83,761000000.0,0.087901
Westlake Automobile Receivables 2022-3 (subprime),0,sample-044,2026-05-31,10666,621140.54,124228.11,496912.43,125518190.01,67389923.27,761000000.0,0.088554
Westlake Automobile Receivables 2022-3 (subprime),0,sample-045,2026-06-30,10000,540577.52,108115.5,432462.02,114750471.23,67822385.29,761000000.0,0.089123
Westlake Automobile Receivables 2022-3 (subprime),0,sample-046,2026-07-31,9333,387219.66,77443.93,309775.72,104211198.18,68132161.01,761000000.0,0.08953
Westlake Automobile Receivables 2022-3 (subprime),0,sample-047,2026-08-31,8666,348596.81,69719.36,278877.45,93912553.91,68411038.46,761000000.0,0.089896
Westlake Automobile Receivables 2022-3 (subprime),0,sample-048,2026-09-30,7999,310888.96,62177.79,248711.17,83868431.7,68659749.63,761000000.0,0.090223
Westlake Automobile Receivables 2022-3 (subprime),0,sample-049,2026-10-31,7333,240020.27,48004.05,192016.22,74094851.38,68851765.85,761000000.0,0.090475
Westlake Automobile Receivables 2022-3 (subprime),0,sample-050,2026-11-30,6666,243439.24,48687.85,194751.39,64610528.51,69046517.24,761000000.0,0.090731
Westlake Automobile Receivables 2022-3 (subprime),0,sample-051,2026-12-31,6000,240766.76,48153.35,192613.41,55437675.8,69239130.65,761000000.0,0.090984
Westlake Automobile Receivables 2022-3 (subprime),0,sample-052,2027-01-31,5333,127713.25,25542.65,102170.6,46603172.62,69341301.25,761000000.0,0.091119
Westlake Automobile Receivables 2022-3 (subprime),0,sample-053,2027-02-28,4666,110825.73,22165.15,88660.59,38140348.48,69429961.83,761000000.0,0.091235
Westlake Automobile Receivables 2022-3 (subprime),0,sample-054,2027-03-31,3999,117279.22,23455.84,93823.38,30091860.3,69523785.21,761000000.0,0.091358
Westlake Automobile Receivables 2022-3 (subprime),0,sample-055,2027-04-30,3333,135220.55,27044.11,108176.44,22514692.51,69631961.65,761000000.0,0.091501
Westlake Automobile Receivables 2022-3 (subprime),0,sample-056,2027-05-31,2666,45870.1,9174.02,36696.08,15489794.72,69668657.73,761000000.0,0.091549
Westlake Automobile Receivables 2022-3 (subprime),0,sample-057,2027-06-30,2000,71682.19,14336.44,57345.75,9143806.47,69726003.48,761000000.0,0.091624
Westlake Automobile Receivables 2022-3 (subprime),0,sample-058,2027-07-31,2000,102289.47,20457.89,81831.58,3713539.36,69807835.06,761000000.0,0.091732
Westlake Automobile Receivables 2022-3 (subprime),0,sample-059,2027-08-31,2000,2230.49,446.1,1784.39,0.0,69809619.45,761000000.0,0.091734
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-000,2022-11-30,40000,0.0,0.0,0.0,1320823411.41,0.0,1350000000.0,0.0
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-001,2022-12-31,39333,505085.35,101017.07,404068.28,1291794807.82,404068.28,1350000000.0,0.000299
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-002,2023-01-31,38666,602105.51,120421.1,481684.41,1262915970.83,885752.69,1350000000.0,0.000656
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-003,2023-02-28,38000,718237.84,143647.57,574590.27,1234188735.03,1460342.96,1350000000.0,0.001082
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-004,2023-03-31,37333,854014.93,170802.99,683211.94,1205614990.56,2143554.9,1350000000.0,0.001588
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-005,2023-04-30,36666,1015246.97,203049.39,812197.58,1177196685.85,2955752.48,1350000000.0,0.002189
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-006,2023-05-31,36000,1207101.83,241420.37,965681.46,1148935830.5,3921433.94,1350000000.0,0.002905
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-007,2023-06-30,35333,1432062.01,286412.4,1145649.6,1120834498.39,5067083.54,1350000000.0,0.003753
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-008,2023-07-31,34666,1694705.63,338941.13,1355764.5,1092894831.04,6422848.04,1350000000.0,0.004758
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-009,2023-08-31,34000,1995381.19,399076.24,1596304.95,1065119041.12,8019152.99,1350000000.0,0.00594
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-010,2023-09-30,33333,2357299.8,471459.96,1885839.84,1037509416.37,9904992.84,1350000000.0,0.007337
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-011,2023-10-31,32666,2761867.1,552373.42,2209493.68,1010068323.65,12114486.51,1350000000.0,0.008974
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-012,2023-11-30,32000,3237909.11,647581.82,2590327.29,982798213.39,14704813.81,1350000000.0,0.010892
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-013,2023-12-31,31333,3762794.38,752558.88,3010235.5,955701624.41,17715049.31,1350000000.0,0.013122
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-014,2024-01-31,30666,4376723.45,875344.69,3501378.76,928781189.08,21216428.07,1350000000.0,0.015716
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-015,2024-02-29,30000,5036634.98,1007327.0,4029307.99,902039638.88,25245736.05,1350000000.0,0.018701
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-016,2024-03-31,29333,5764330.26,1152866.05,4611464.21,875479810.52,29857200.26,1350000000.0,0.022116
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-017,2024-04-30,28666,6579716.66,1315943.33,5263773.33,849104652.49,35120973.59,1350000000.0,0.026016
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-018,2024-05-31,28000,7415880.54,1483176.11,5932704.43,822917232.24,41053678.02,1350000000.0,0.03041
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-019,2024-06-30,27333,8270740.72,1654148.14,6616592.57,796920743.97,47670270.6,1350000000.0,0.035311
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-020,2024-07-31,26666,9183417.64,1836683.53,7346734.11,771118517.17,55017004.71,1350000000.0,0.040753
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-021,2024-08-31,26000,9994960.12,1998992.02,7995968.1,745514025.96,63012972.8,1350000000.0,0.046676
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-022,2024-09-30,25333,10792427.68,2158485.54,8633942.14,720110899.32,71646914.95,1350000000.0,0.053072
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-023,2024-10-31,24666,11489987.19,2297997.44,9191989.75,694912932.36,80838904.7,1350000000.0,0.059881
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-024,2024-11-30,24000,12018298.2,2403659.64,9614638.56,669924098.72,90453543.26,1350000000.0,0.067003
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-025,2024-12-31,23333,12445917.95,2489183.59,9956734.36,645148564.32,100410277.62,1350000000.0,0.074378
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-026,2025-01-31,22666,12609694.57,2521938.91,10087755.66,620590702.51,110498033.28,1350000000.0,0.08185
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-027,2025-02-28,22000,12611163.07,2522232.61,10088930.46,596255111.07,120586963.74,1350000000.0,0.089324
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-028,2025-03-31,21333,12493178.91,2498635.78,9994543.12,572146630.97,130581506.87,1350000000.0,0.096727
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-029,2025-04-30,20666,11985549.38,2397109.88,9588439.51,548270367.54,140169946.37,1350000000.0,0.10383
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-030,2025-05-31,20000,11344788.29,2268957.66,9075830.63,524631714.13,149245777.0,1350000000.0,0.110552
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-031,2025-06-30,19333,10877779.1,2175555.82,8702223.28,501236378.79,157948000.28,1350000000.0,0.116999
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-032,2025-07-31,18666,10159122.25,2031824.45,8127297.8,478090414.53,166075298.08,1350000000.0,0.123019
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-033,2025-08-31,18000,9133366.06,1826673.21,7306692.85,455200253.62,173381990.93,1350000000.0,0.128431
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-034,2025-09-30,17333,8154030.67,1630806.13,6523224.54,432572746.78,179905215.46,1350000000.0,0.133263
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-035,2025-10-31,16666,7389536.94,1477907.39,5911629.55,410215208.18,185816845.01,1350000000.0,0.137642
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-036,2025-11-30,16000,6549716.32,1309943.26,5239773.05,388135467.32,191056618.07,1350000000.0,0.141523
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-037,2025-12-31,15333,5761990.21,1152398.04,4609592.17,366341929.14,195666210.24,1350000000.0,0.144938
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-038,2026-01-31,14666,4956840.24,991368.05,3965472.19,344843644.37,199631682.43,1350000000.0,0.147875
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-039,2026-02-28,14000,4413128.58,882625.72,3530502.87,323650392.0,203162185.3,1350000000.0,0.150491
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-040,2026-03-31,13333,3808246.72,761649.34,3046597.38,302772777.05,206208782.68,1350000000.0,0.152747
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-041,2026-04-30,12666,3116158.98,623231.8,2492927.18,282222347.28,208701709.86,1350000000.0,0.154594
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-042,2026-05-31,12000,2817114.56,563422.91,2253691.65,262011733.69,210955401.5,1350000000.0,0.156263
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-043,2026-06-30,11333,2516173.53,503234.71,2012938.82,242154821.4,212968340.33,1350000000.0,0.157754
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-044,2026-07-31,10666,2011747.6,402349.52,1609398.08,222666959.94,214577738.41,1350000000.0,0.158946
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-045,2026-08-31,10000,1664425.33,332885.07,1331540.26,203565224.91,215909278.67,1350000000.0,0.159933
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-046,2026-09-30,9333,1417655.98,283531.2,1134124.78,184868748.41,217043403.45,1350000000.0,0.160773
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-047,2026-10-31,8666,1255653.86,251130.77,1004523.09,166599142.93,218047926.54,1350000000.0,0.161517
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-048,2026-11-30,7999,872874.1,174574.82,698299.28,148781054.92,218746225.82,1350000000.0,0.162034
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-049,2026-12-31,7333,866736.83,173347.37,693389.46,131442903.24,219439615.28,1350000000.0,0.162548
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-050,2027-01-31,6666,684460.41,136892.08,547568.33,114617888.94,219987183.62,1350000000.0,0.162953
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-051,2027-02-28,6000,754487.71,150897.54,603590.17,98345416.99,220590773.79,1350000000.0,0.163401
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-052,2027-03-31,5333,490196.47,98039.29,392157.18,82673170.87,220982930.97,1350000000.0,0.163691
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-053,2027-04-30,4666,561507.16,112301.43,449205.73,67660276.54,221432136.69,1350000000.0,0.164024
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-054,2027-05-31,3999,262556.66,52511.33,210045.33,53382406.57,221642182.03,1350000000.0,0.164179
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-055,2027-06-30,3333,345527.74,69105.55,276422.19,39940650.31,221918604.22,1350000000.0,0.164384
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-056,2027-07-31,2666,274905.3,54981.06,219924.24,27478610.88,222138528.46,1350000000.0,0.164547
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-057,2027-08-31,2000,135225.79,27045.16,108180.63,16220944.46,222246709.09,1350000000.0,0.164627
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-058,2027-09-30,2000,188516.2,37703.24,150812.96,6587750.51,222397522.05,1350000000.0,0.164739
GLS Auto Receivables Trust 2022-4 (subprime),0,sample-059,2027-10-31,2000,246547.3,49309.46,197237.84,0.0,222594759.89,1350000000.0,0.164885
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-000,2022-07-31,40000,0.0,0.0,0.0,1346998090.77,0.0,1374000000.0,0.0
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-001,2022-08-31,39393,192096.96,38419.39,153677.57,1320120522.74,153677.57,1374000000.0,0.000112
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-002,2022-09-30,38787,229478.67,45895.73,183582.94,1293368652.82,337260.5,1374000000.0,0.000245
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-003,2022-10-31,38181,273787.92,54757.58,219030.33,1266743874.46,556290.84,1374000000.0,0.000405
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-004,2022-11-30,37575,325926.9,65185.38,260741.52,1240247619.21,817032.36,1374000000.0,0.000595
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-005,2022-12-31,36969,389543.46,77908.69,311634.77,1213881358.44,1128667.13,1374000000.0,0.000821
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-006,2023-01-31,36363,463904.22,92780.84,371123.37,1187646605.11,1499790.5,1374000000.0,0.001092
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-007,2023-02-28,35757,551424.49,110284.9,441139.59,1161544915.66,1940930.09,1374000000.0,0.001413
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-008,2023-03-31,35151,654738.55,130947.71,523790.84,1135577892.05,2464720.93,1374000000.0,0.001794
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-009,2023-04-30,34545,779330.82,155866.16,623464.66,1109747183.89,3088185.58,1374000000.0,0.002248
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-010,2023-05-31,33939,923198.81,184639.76,738559.05,1084054490.74,3826744.63,1374000000.0,0.002785
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-011,2023-06-30,33333,1095732.36,219146.47,876585.89,1058501564.58,4703330.52,1374000000.0,0.003423
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-012,2023-07-31,32727,1289990.57,257998.11,1031992.46,1033090212.36,5735322.98,1374000000.0,0.004174
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-013,2023-08-31,32121,1518420.57,303684.11,1214736.45,1007822298.89,6950059.43,1374000000.0,0.005058
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-014,2023-09-30,31515,1779973.18,355994.64,1423978.54,982699749.73,8374037.97,1374000000.0,0.006095
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-015,2023-10-31,30909,2084171.01,416834.2,1667336.81,957724554.48,10041374.78,1374000000.0,0.007308
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-016,2023-11-30,30303,2425408.72,485081.74,1940326.98,932898770.18,11981701.76,1374000000.0,0.00872
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-017,2023-12-31,29696,2812432.61,562486.52,2249946.09,908224525.06,14231647.85,1374000000.0,0.010358
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-018,2024-01-31,29090,3227851.35,645570.27,2582281.08,883704022.48,16813928.93,1374000000.0,0.012237
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-019,2024-02-29,28484,3690837.13,738167.43,2952669.71,859339545.26,19766598.63,1374000000.0,0.014386
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-020,2024-03-31,27878,4186870.38,837374.08,3349496.3,835133460.36,23116094.94,1374000000.0,0.016824
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-021,2024-04-30,27272,4721409.84,944281.97,3777127.87,811088223.86,26893222.81,1374000000.0,0.019573
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-022,2024-05-31,26666,5268642.98,1053728.6,4214914.38,787206386.43,31108137.19,1374000000.0,0.022641
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-023,2024-06-30,26060,5781738.03,1156347.61,4625390.42,763490599.28,35733527.62,1374000000.0,0.026007
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-024,2024-07-31,25454,6292952.61,1258590.52,5034362.09,739943620.56,40767889.71,1374000000.0,0.029671
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-025,2024-08-31,24848,6772544.85,1354508.97,5418035.88,716568322.41,46185925.59,1374000000.0,0.033614
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-026,2024-09-30,24242,7164791.51,1432958.3,5731833.21,693367698.62,51917758.8,1374000000.0,0.037786
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-027,2024-10-31,23636,7503141.6,1500628.32,6002513.28,670344873.01,57920272.08,1374000000.0,0.042154
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-028,2024-11-30,23030,7637317.74,1527463.55,6109854.2,647503108.66,64030126.28,1374000000.0,0.046601
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-029,2024-12-31,22424,7751730.89,1550346.18,6201384.71,624845818.02,70231510.99,1374000000.0,0.051115
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-030,2025-01-31,21818,7711584.79,1542316.96,6169267.83,602376574.08,76400778.82,1374000000.0,0.055605
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-031,2025-02-28,21212,7500399.9,1500079.98,6000319.92,580099122.7,82401098.75,1374000000.0,0.059972
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-032,2025-03-31,20606,7262751.26,1452550.25,5810201.0,558017396.3,88211299.75,1374000000.0,0.0642
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-033,2025-04-30,20000,6892109.79,1378421.96,5513687.83,536135529.04,93724987.58,1374000000.0,0.068213
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-034,2025-05-31,19393,6471379.71,1294275.94,5177103.76,514457873.8,98902091.35,1374000000.0,0.071981
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-035,2025-06-30,18787,6025431.74,1205086.35,4820345.39,492989021.14,103722436.74,1374000000.0,0.075489
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-036,2025-07-31,18181,5447138.89,1089427.78,4357711.11,471733820.61,108080147.85,1374000000.0,0.078661
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-037,2025-08-31,17575,4876492.75,975298.55,3901194.2,450697404.73,111981342.06,1374000000.0,0.0815
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-038,2025-09-30,16969,4386756.81,877351.36,3509405.45,429885216.19,115490747.5,1374000000.0,0.084054
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-039,2025-10-31,16363,3928003.18,785600.64,3142402.55,409303038.69,118633150.05,1374000000.0,0.086341
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-040,2025-11-30,15757,3360961.67,672192.33,2688769.33,388957032.21,121321919.38,1374000000.0,0.088298
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-041,2025-12-31,15151,2922691.26,584538.25,2338153.01,368853773.45,123660072.39,1374000000.0,0.09
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-042,2026-01-31,14545,2592041.3,518408.26,2073633.04,349000302.46,125733705.43,1374000000.0,0.091509
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-043,2026-02-28,13939,2198535.38,439707.08,1758828.3,329404176.74,127492533.73,1374000000.0,0.092789
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-044,2026-03-31,13333,1924376.84,384875.37,1539501.47,310073534.43,129032035.2,1374000000.0,0.09391
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-045,2026-04-30,12727,1615393.42,323078.68,1292314.74,291017168.52,130324349.94,1374000000.0,0.09485
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-046,2026-05-31,12121,1409379.02,281875.8,1127503.21,272244614.74,131451853.15,1374000000.0,0.095671
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-047,2026-06-30,11515,1114823.65,222964.73,891858.92,253766256.52,132343712.07,1374000000.0,0.09632
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-048,2026-07-31,10909,985964.16,197192.83,788771.33,235593451.27,133132483.4,1374000000.0,0.096894
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-049,2026-08-31,10303,822463.55,164492.71,657970.84,217738684.12,133790454.24,1374000000.0,0.097373
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-050,2026-09-30,9696,640762.13,128152.43,512609.71,200215756.9,134303063.95,1374000000.0,0.097746
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-051,2026-10-31,9090,511555.26,102311.05,409244.21,183040023.51,134712308.16,1374000000.0,0.098044
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-052,2026-11-30,8484,531271.12,106254.22,425016.89,166228687.0,135137325.05,1374000000.0,0.098353
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-053,2026-12-31,7878,399080.08,79816.02,319264.06,149801180.7,135456589.11,1374000000.0,0.098586
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-054,2027-01-31,7272,297614.02,59522.8,238091.22,133779665.96,135694680.33,1374000000.0,0.098759
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-055,2027-02-28,6666,288280.87,57656.17,230624.7,118189696.25,135925305.03,1374000000.0,0.098927
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-056,2027-03-31,6060,303447.3,60689.46,242757.84,103061124.99,136168062.86,1374000000.0,0.099103
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-057,2027-04-30,5454,88845.75,17769.15,71076.6,88429383.98,136239139.46,1374000000.0,0.099155
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-058,2027-05-31,4848,95338.09,19067.62,76270.47,74337348.86,136315409.94,1374000000.0,0.099211
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-059,2027-06-30,4242,96591.27,19318.25,77273.01,60838184.0,136392682.95,1374000000.0,0.099267
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-060,2027-07-31,3636,195565.3,39113.06,156452.24,47999932.0,136549135.19,1374000000.0,0.099381
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-061,2027-08-31,3030,115310.38,23062.08,92248.3,35913489.52,136641383.49,1374000000.0,0.099448
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-062,2027-09-30,2424,123764.88,24752.98,99011.91,24707980.37,136740395.4,1374000000.0,0.09952
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-063,2027-10-31,2000,11758.35,2351.67,9406.68,14585408.96,136749802.08,1374000000.0,0.099527
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-064,2027-11-30,2000,1216.42,243.28,973.13,5923516.69,136750775.21,1374000000.0,0.099527
Flagship Credit Auto Trust 2022-3 (subprime),0,sample-065,2027-12-31,2000,72271.9,14454.38,57817.52,0.0,136808592.73,1374000000.0,0.09957
CPS Auto Receivables Trust 2022-C (subprime),0,sample-000,2022-06-30,40000,0.0,0.0,0.0,1303862780.73,0.0,1330000000.0,0.0
CPS Auto Receivables Trust 2022-C (subprime),0,sample-001,2022-07-31,39393,294226.55,58845.31,235381.24,1277845920.84,235381.24,1330000000.0,0.000177
CPS Auto Receivables Trust 2022-C (subprime),0,sample-002,2022-08-31,38787,351075.43,70215.09,280860.34,1251950733.81,516241.58,1330000000.0,0.000388
CPS Auto Receivables Trust 2022-C (subprime),0,sample-003,2022-09-30,38181,418534.05,83706.81,334827.24,1226178568.43,851068.82,1330000000.0,0.00064
CPS Auto Receivables Trust 2022-C (subprime),0,sample-004,2022-10-31,37575,500309.84,100061.97,400247.87,1200530810.44,1251316.69,1330000000.0,0.000941
CPS Auto Receivables Trust 2022-C (subprime),0,sample-005,2022-11-30,36969,596861.38,119372.28,477489.1,1175008884.08,1728805.8,1330000000.0,0.0013
CPS Auto Receivables Trust 2022-C (subprime),0,sample-006,2022-12-31,36363,709458.75,141891.75,567567.0,1149614253.86,2296372.79,1330000000.0,0.001727
CPS Auto Receivables Trust 2022-C (subprime),0,sample-007,2023-01-31,35757,843025.15,168605.03,674420.12,1124348426.37,2970792.91,1330000000.0,0.002234
CPS Auto Receivables Trust 2022-C (subprime),0,sample-008,2023-02-28,35151,1004151.68,200830.34,803321.34,1099212952.28,3774114.25,1330000000.0,0.002838
CPS Auto Receivables Trust 2022-C (subprime),0,sample-009,2023-03-31,34545,1193520.41,238704.08,954816.33,1074209428.37,4728930.58,1330000000.0,0.003556
CPS Auto Receivables Trust 2022-C (subprime),0,sample-010,2023-04-30,33939,1416874.97,283374.99,1133499.97,1049339499.77,5862430.55,1330000000.0,0.004408
